0, 2024/05/13 17:35:28.736, 8 %, 32768 MiB, 21527 MiB, 10974 MiB
0, 2024/05/13 17:35:38.737, 92 %, 32768 MiB, 15905 MiB, 16596 MiB
0, 2024/05/13 17:35:48.739, 0 %, 32768 MiB, 32501 MiB, 0 MiB
0, 2024/05/13 17:35:58.740, 0 %, 32768 MiB, 32497 MiB, 4 MiB
0, 2024/05/13 17:36:08.741, 10 %, 32768 MiB, 24951 MiB, 7550 MiB
0, 2024/05/13 17:36:18.742, 100 %, 32768 MiB, 15239 MiB, 17262 MiB
0, 2024/05/13 17:36:28.744, 97 %, 32768 MiB, 11131 MiB, 21370 MiB
0, 2024/05/13 17:36:38.745, 100 %, 32768 MiB, 11117 MiB, 21384 MiB
0, 2024/05/13 17:36:48.747, 95 %, 32768 MiB, 11103 MiB, 21398 MiB
0, 2024/05/13 17:36:58.748, 96 %, 32768 MiB, 11103 MiB, 21398 MiB
0, 2024/05/13 17:37:08.749, 100 %, 32768 MiB, 11091 MiB, 21410 MiB
0, 2024/05/13 17:37:18.751, 100 %, 32768 MiB, 11091 MiB, 21410 MiB
0, 2024/05/13 17:37:28.752, 99 %, 32768 MiB, 11091 MiB, 21410 MiB
0, 2024/05/13 17:37:38.754, 96 %, 32768 MiB, 11091 MiB, 21410 MiB
0, 2024/05/13 17:37:48.755, 97 %, 32768 MiB, 11091 MiB, 21410 MiB
0, 2024/05/13 17:37:58.757, 100 %, 32768 MiB, 11091 MiB, 21410 MiB
0, 2024/05/13 17:38:08.758, 96 %, 32768 MiB, 11091 MiB, 21410 MiB
0, 2024/05/13 17:38:18.762, 100 %, 32768 MiB, 11091 MiB, 21410 MiB
0, 2024/05/13 17:38:28.764, 100 %, 32768 MiB, 11091 MiB, 21410 MiB
0, 2024/05/13 17:38:38.765, 100 %, 32768 MiB, 11091 MiB, 21410 MiB
0, 2024/05/13 17:38:48.780, 97 %, 32768 MiB, 11091 MiB, 21410 MiB
0, 2024/05/13 17:38:58.781, 98 %, 32768 MiB, 11091 MiB, 21410 MiB
0, 2024/05/13 17:39:08.783, 96 %, 32768 MiB, 11091 MiB, 21410 MiB
0, 2024/05/13 17:39:18.785, 100 %, 32768 MiB, 11091 MiB, 21410 MiB
0, 2024/05/13 17:39:28.787, 100 %, 32768 MiB, 11091 MiB, 21410 MiB
0, 2024/05/13 17:39:38.788, 93 %, 32768 MiB, 11091 MiB, 21410 MiB
0, 2024/05/13 17:39:48.789, 97 %, 32768 MiB, 11091 MiB, 21410 MiB
0, 2024/05/13 17:39:58.791, 100 %, 32768 MiB, 11091 MiB, 21410 MiB
0, 2024/05/13 17:40:08.792, 100 %, 32768 MiB, 11091 MiB, 21410 MiB
0, 2024/05/13 17:40:18.794, 97 %, 32768 MiB, 11091 MiB, 21410 MiB
0, 2024/05/13 17:40:28.796, 95 %, 32768 MiB, 11091 MiB, 21410 MiB
0, 2024/05/13 17:40:38.798, 100 %, 32768 MiB, 11091 MiB, 21410 MiB
0, 2024/05/13 17:40:48.799, 100 %, 32768 MiB, 11091 MiB, 21410 MiB
0, 2024/05/13 17:40:58.801, 100 %, 32768 MiB, 11091 MiB, 21410 MiB
0, 2024/05/13 17:41:08.804, 94 %, 32768 MiB, 11091 MiB, 21410 MiB
0, 2024/05/13 17:41:18.805, 100 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:41:28.807, 96 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:41:38.808, 97 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:41:48.811, 100 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:41:58.815, 95 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:42:08.818, 97 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:42:18.819, 96 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:42:28.821, 97 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:42:38.822, 100 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:42:48.824, 100 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:42:58.825, 100 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:43:08.827, 97 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:43:18.828, 96 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:43:28.829, 97 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:43:38.831, 100 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:43:48.832, 96 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:43:58.834, 100 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:44:08.835, 96 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:44:18.836, 100 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:44:28.838, 96 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:44:38.839, 97 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:44:48.841, 93 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:44:58.842, 96 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:45:08.843, 100 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:45:18.845, 97 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:45:28.846, 100 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:45:38.848, 96 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:45:48.849, 97 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:45:58.850, 100 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:46:08.852, 100 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:46:18.853, 96 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:46:28.855, 100 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:46:38.859, 100 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:46:48.861, 100 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:46:58.862, 97 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:47:08.864, 100 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:47:18.865, 100 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:47:28.866, 93 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:47:38.869, 100 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:47:48.870, 100 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:47:58.871, 96 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:48:08.873, 100 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:48:18.874, 97 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:48:28.876, 97 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:48:38.877, 96 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:48:48.879, 97 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:48:58.881, 100 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:49:08.885, 100 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:49:18.889, 100 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:49:28.891, 100 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:49:38.892, 97 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:49:48.894, 97 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:49:58.897, 100 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:50:08.899, 97 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:50:18.900, 100 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:50:28.901, 97 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:50:38.903, 92 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:50:48.904, 96 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:50:58.906, 100 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:51:08.907, 97 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:51:18.908, 98 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:51:28.910, 100 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:51:38.913, 100 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:51:48.915, 96 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:51:58.916, 100 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:52:08.919, 100 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:52:18.921, 96 %, 32768 MiB, 11089 MiB, 21412 MiB
0, 2024/05/13 17:52:28.922, 97 %, 32768 MiB, 11089 MiB, 21412 MiB
